"layer","type","country_sov","country","country_iso","total_area_millha"
"gain_esacci","natural","United Kingdom","Jersey","JEY",9.718035e-05
"gain_esacci","natural","United Kingdom","Guernsey","GGY",0
"gain_esacci","natural","United Kingdom","Isle of Man","IMN",0.0004892566
"gain_esacci","natural","Finland","Åland","ALA",0.0246307152
"gain_esacci","natural","Denmark","Faroe Islands","FRO",0
"gain_esacci","natural","Australia","Australian Indian Ocean Territories","-99",0
"gain_esacci","natural","United Kingdom","British Indian Ocean Territory","IOT",0
"gain_esacci","natural","Singapore","Singapore","SGP",0.0025343862
"gain_esacci","natural","Australia","Norfolk Island","NFK",0
"gain_esacci","natural","New Zealand","Cook Islands","COK",0
"gain_esacci","natural","Tonga","Tonga","TON",0
"gain_esacci","natural","France","Wallis and Futuna","WLF",0
"gain_esacci","natural","Samoa","Samoa","WSM",0
"gain_esacci","natural","Solomon Islands","Solomon Islands","SLB",0.1495836416
"gain_esacci","natural","Tuvalu","Tuvalu","TUV",0
"gain_esacci","natural","Maldives","Maldives","MDV",0
"gain_esacci","natural","Nauru","Nauru","NRU",0
"gain_esacci","natural","Federated States of Micronesia","Federated States of Micronesia","FSM",0
"gain_esacci","natural","United Kingdom","South Georgia and the South Sandwich Islands","SGS",0
"gain_esacci","natural","United Kingdom","Falkland Islands","FLK",0.0625253824
"gain_esacci","natural","Vanuatu","Vanuatu","VUT",2.4906999808
"gain_esacci","natural","New Zealand","Niue","NIU",0
"gain_esacci","natural","United States of America","American Samoa","ASM",0
"gain_esacci","natural","Palau","Palau","PLW",0.00010196945625
"gain_esacci","natural","United States of America","Guam","GUM",0
"gain_esacci","natural","United States of America","Northern Mariana Islands","MNP",0
"gain_esacci","natural","Bahrain","Bahrain","BHR",3.4269775e-05
"gain_esacci","natural","Australia","Coral Sea Islands","-99",0
"gain_esacci","natural","Spratly Islands","Wake Island","-99",0
"gain_esacci","natural","France","Clipperton Island","-99",0
"gain_esacci","natural","China","Macau","MAC",0
"gain_esacci","natural","Australia","Ashmore and Cartier Islands","-99",0
"gain_esacci","natural","Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank","-99",0
"gain_esacci","natural","Serranilla Bank","Serranilla Bank","-99",0
"gain_esacci","natural","Scarborough Reef","Scarborough Shoal","-99",0
"gain_esacci","planted","Indonesia","Indonesia","IDN",12.5985701888
"gain_esacci","planted","Malaysia","Malaysia","MYS",3.4561339392
"gain_esacci","planted","Chile","Chile","CHL",7.798325248
"gain_esacci","planted","Bolivia","Bolivia","BOL",0.035684944
"gain_esacci","planted","Peru","Peru","PER",0.0992732416
"gain_esacci","planted","Argentina","Argentina","ARG",3.5497005056
"gain_esacci","planted","United Kingdom","Dhekelia Cantonment","-99",0.0007498612
"gain_esacci","planted","Cyprus","Cyprus","CYP",0.0140053728
"gain_esacci","planted","India","India","IND",4.1373687808
"gain_esacci","planted","China","People's Republic of China","CHN",31.261016064
"gain_esacci","planted","Israel","Israel","ISR",0.0282552288
"gain_esacci","planted","Israel","Palestine","PSE",0
"gain_esacci","planted","Lebanon","Lebanon","LBN",0.0096505336
"gain_esacci","planted","Ethiopia","Ethiopia","ETH",8.9145188352
"gain_esacci","planted","South Sudan","South Sudan","SSD",0.5175249408
"gain_esacci","planted","Somalia","Somalia","SOM",0
"gain_esacci","planted","Kenya","Kenya","KEN",0.4281963776
"gain_esacci","planted","Malawi","Malawi","MWI",0.3912563712
"gain_esacci","planted","United Republic of Tanzania","Tanzania","TZA",8.7867301888
"gain_esacci","planted","Syria","Syria","SYR",0.0294854816
"gain_esacci","planted","Somaliland","Somaliland","-99",0.000315423075
"gain_esacci","planted","France","France","-99",3.0555840512
"gain_esacci","planted","Suriname","Suriname","SUR",0.0143280528
"gain_esacci","planted","Guyana","Guyana","GUY",0.0153079088
"gain_esacci","planted","South Korea","South Korea","KOR",0.4399478784
"gain_esacci","planted","North Korea","North Korea","PRK",0.1212026624
"gain_esacci","planted","Morocco","Morocco","MAR",0.0416849056
"gain_esacci","planted","Western Sahara","Western Sahara","ESH",0
"gain_esacci","planted","Costa Rica","Costa Rica","CRI",1.1713056768
"gain_esacci","planted","Nicaragua","Nicaragua","NIC",0.5610966528
"gain_esacci","planted","Republic of the Congo","Republic of the Congo","COG",2.422822912
"gain_esacci","planted","Democratic Republic of the Congo","Democratic Republic of the Congo","COD",1.5897739264
"gain_esacci","planted","Bhutan","Bhutan","BTN",0.0042622356
"gain_esacci","planted","Namibia","Namibia","NAM",0.0495115328
"gain_esacci","planted","South Africa","South Africa","ZAF",0.8422059008
"gain_esacci","planted","France","Saint Martin","MAF",1.07237e-05
"gain_esacci","planted","Netherlands","Sint Maarten","SXM",0
"gain_esacci","planted","Oman","Oman","OMN",0.0006104068
"gain_esacci","planted","Uzbekistan","Uzbekistan","UZB",0.000748078
"gain_esacci","planted","Kazakhstan","Kazakhstan","KAZ",0.9315699712
"gain_esacci","planted","Tajikistan","Tajikistan","TJK",0.000179928
"gain_esacci","planted","Lithuania","Lithuania","LTU",0.6942689792
"gain_esacci","planted","Brazil","Brazil","BRA",19.4790391808
"gain_esacci","planted","Uruguay","Uruguay","URY",3.9591460864
"gain_esacci","planted","Mongolia","Mongolia","MNG",0.009175092
"gain_esacci","planted","Czechia","Czech Republic","CZE",1.8078449664
"gain_esacci","planted","Germany","Germany","DEU",7.4450755584
"gain_esacci","planted","Estonia","Estonia","EST",0.0503714496
"gain_esacci","planted","Latvia","Latvia","LVA",0.0545600448
"gain_esacci","planted","Sweden","Sweden","SWE",1.0492713984
"gain_esacci","planted","Finland","Finland","FIN",0.60463232
"gain_esacci","planted","Vietnam","Vietnam","VNM",1.017739776
"gain_esacci","planted","Cambodia","Cambodia","KHM",0.1416950144
"gain_esacci","planted","Luxembourg","Luxembourg","LUX",0.0113240912
"gain_esacci","planted","United Arab Emirates","United Arab Emirates","ARE",0.0082304232
"gain_esacci","planted","Belgium","Belgium","BEL",0.1897425024
"gain_esacci","planted","Georgia","Georgia","GEO",0.3730844928
"gain_esacci","planted","Azerbaijan","Azerbaijan","AZE",0.1271586432
"gain_esacci","planted","Turkey","Turkey","TUR",4.245495808
"gain_esacci","planted","Spain","Spain","ESP",3.0303838208
"gain_esacci","planted","Laos","Laos","LAO",0.0795477568
"gain_esacci","planted","Kyrgyzstan","Kyrgyzstan","KGZ",0.003092266
"gain_esacci","planted","Armenia","Armenia","ARM",0.001707114
"gain_esacci","planted","Denmark","Denmark","DNK",0.7305524736
"gain_esacci","planted","Libya","Libya","LBY",0
"gain_esacci","planted","Tunisia","Tunisia","TUN",0.1298416896
"gain_esacci","planted","Romania","Romania","ROU",0.8695148544
"gain_esacci","planted","Hungary","Hungary","HUN",0.5931509248
"gain_esacci","planted","Slovakia","Slovakia","SVK",0.1404880512
"gain_esacci","planted","Poland","Poland","POL",7.6128935936
"gain_esacci","planted","Ireland","Ireland","IRL",0.5222108672
"gain_esacci","planted","United Kingdom","United Kingdom","GBR",3.9856439296
"gain_esacci","planted","Greece","Greece","GRC",1.8343170048
"gain_esacci","planted","Zambia","Zambia","ZMB",1.2702527488
"gain_esacci","planted","Sierra Leone","Sierra Leone","SLE",0.1465123712
"gain_esacci","planted","Guinea","Guinea","GIN",2.1264984064
"gain_esacci","planted","Liberia","Liberia","LBR",0.0262289488
"gain_esacci","planted","Central African Republic","Central African Republic","CAF",0.1375843584
"gain_esacci","planted","Sudan","Sudan","SDN",0.0686702592
"gain_esacci","planted","Djibouti","Djibouti","DJI",0
"gain_esacci","planted","Eritrea","Eritrea","ERI",0.0099826816
"gain_esacci","planted","Austria","Austria","AUT",0.6010323968
"gain_esacci","planted","Iraq","Iraq","IRQ",0.0011188407
"gain_esacci","planted","Italy","Italy","ITA",0.7283216896
"gain_esacci","planted","Iran","Iran","IRN",0.1626783232
"gain_esacci","planted","Netherlands","Netherlands","NLD",0.547398912
"gain_esacci","planted","Liechtenstein","Liechtenstein","LIE",0
"gain_esacci","planted","Ivory Coast","Ivory Coast","CIV",7.6862078976
"gain_esacci","planted","Mali","Mali","MLI",0.2654582016
"gain_esacci","planted","Senegal","Senegal","SEN",0.162519488
"gain_esacci","planted","Nigeria","Nigeria","NGA",13.1451961344
"gain_esacci","planted","Benin","Benin","BEN",2.764312576
"gain_esacci","planted","Angola","Angola","AGO",2.6718185472
"gain_esacci","planted","Croatia","Croatia","HRV",0.291185408
"gain_esacci","planted","Slovenia","Slovenia","SVN",0.04074688
"gain_esacci","planted","Qatar","Qatar","QAT",0.0017859178
"gain_esacci","planted","Saudi Arabia","Saudi Arabia","SAU",0.003269156
"gain_esacci","planted","Botswana","Botswana","BWA",0.0125365688
"gain_esacci","planted","Zimbabwe","Zimbabwe","ZWE",0.523272704
"gain_esacci","planted","Pakistan","Pakistan","PAK",0.0070005432
"gain_esacci","planted","Bulgaria","Bulgaria","BGR",0.5382982144
"gain_esacci","planted","Thailand","Thailand","THA",0.428125184
"gain_esacci","planted","San Marino","San Marino","SMR",0
"gain_esacci","planted","Haiti","Haiti","HTI",0.5182158336
"gain_esacci","planted","Dominican Republic","Dominican Republic","DOM",1.2215228416
"gain_esacci","planted","Chad","Chad","TCD",0.2081788544
"gain_esacci","planted","Kuwait","Kuwait","KWT",0
"gain_esacci","planted","El Salvador","El Salvador","SLV",0.511094784
"gain_esacci","planted","Guatemala","Guatemala","GTM",0.9249067008
"gain_esacci","planted","East Timor","East Timor","TLS",0.0488148608
"gain_esacci","planted","Brunei","Brunei","BRN",0.0272322368
"gain_esacci","planted","Monaco","Monaco","MCO",0
"gain_esacci","planted","Algeria","Algeria","DZA",0.146769984
"gain_esacci","planted","Mozambique","Mozambique","MOZ",4.9146970112
"gain_esacci","planted","eSwatini","Eswatini","SWZ",0.0330001408
"gain_esacci","planted","Burundi","Burundi","BDI",0.187834752
"gain_esacci","planted","Rwanda","Rwanda","RWA",0.1257232768
"gain_esacci","planted","Myanmar","Myanmar","MMR",0.2126935168
"gain_esacci","planted","Bangladesh","Bangladesh","BGD",1.1151594496
"gain_esacci","planted","Andorra","Andorra","AND",0
"gain_esacci","planted","Afghanistan","Afghanistan","AFG",0
"gain_esacci","planted","Uganda","Uganda","UGA",1.2130634752
"gain_esacci","planted","Cuba","Guantanamo Bay Naval Base","-99",0
"gain_esacci","planted","Cuba","Cuba","CUB",0.2634732544
"gain_esacci","planted","Honduras","Honduras","HND",0.9051676672
"gain_esacci","planted","Ecuador","Ecuador","ECU",0.3645075712
"gain_esacci","planted","Colombia","Colombia","COL",3.8752350208
"gain_esacci","planted","Paraguay","Paraguay","PRY",0.6185468416
"gain_esacci","planted","Brazilian Island","Brazilian Island","-99",0
"gain_esacci","planted","Portugal","Portugal","PRT",1.1636000768
"gain_esacci","planted","Turkmenistan","Turkmenistan","TKM",0.0001150528
"gain_esacci","planted","Jordan","Jordan","JOR",0
"gain_esacci","planted","Nepal","Nepal","NPL",0.1824095488
"gain_esacci","planted","Lesotho","Lesotho","LSO",5.58214e-05
"gain_esacci","planted","Cameroon","Cameroon","CMR",0.565184256
"gain_esacci","planted","Gabon","Gabon","GAB",0.1330588928
"gain_esacci","planted","Niger","Niger","NER",0.0061062544
"gain_esacci","planted","Burkina Faso","Burkina Faso","BFA",0.4350684672
"gain_esacci","planted","Togo","Togo","TGO",1.5722288128
"gain_esacci","planted","Ghana","Ghana","GHA",8.1025826816
"gain_esacci","planted","Guinea-Bissau","Guinea-Bissau","GNB",0.0583467328
"gain_esacci","planted","United Kingdom","Gibraltar","GIB",0
"gain_esacci","planted","United States of America","United States of America","USA",10.1600862208
"gain_esacci","planted","Canada","Canada","CAN",0.2793678848
"gain_esacci","planted","Mexico","Mexico","MEX",1.8735396864
"gain_esacci","planted","Belize","Belize","BLZ",0.0123380136
"gain_esacci","planted","Panama","Panama","PAN",0.3096676096
"gain_esacci","planted","Venezuela","Venezuela","VEN",1.0227311616
"gain_esacci","planted","Papua New Guinea","Papua New Guinea","PNG",0.5875236352
"gain_esacci","planted","Egypt","Egypt","EGY",0.0013087217
"gain_esacci","planted","Yemen","Yemen","YEM",0.0524265728
"gain_esacci","planted","Mauritania","Mauritania","MRT",0.0003249752
"gain_esacci","planted","Equatorial Guinea","Equatorial Guinea","GNQ",0.0027048424
"gain_esacci","planted","Gambia","The Gambia","GMB",0.0671828864
"gain_esacci","planted","China","Hong Kong","HKG",0.189526784
"gain_esacci","planted","Vatican","Vatican City","VAT",0
"gain_esacci","planted","Northern Cyprus","Turkish Republic of Northern Cyprus","-99",0.01278658
"gain_esacci","planted","Cyprus No Mans Area","United Nations Buffer Zone in Cyprus","-99",0.0008926902
"gain_esacci","planted","Kashmir","Siachen Glacier","-99",0
"gain_esacci","planted","Kazakhstan","Baikonur","-99",0
"gain_esacci","planted","United Kingdom","Akrotiri Sovereign Base Area","-99",0.00061745425
"gain_esacci","planted","Southern Patagonian Ice Field","Southern Patagonian Ice Field","-99",0
"gain_esacci","planted","Bir Tawil","Bir Tawil","-99",0
"gain_esacci","planted","Antarctica","Antarctica","ATA",0
"gain_esacci","planted","Australia","Australia","AUS",3.191231488
"gain_esacci","planted","Denmark","Greenland","GRL",0
"gain_esacci","planted","Fiji","Fiji","FJI",0.0327626272
"gain_esacci","planted","New Zealand","New Zealand","NZL",2.0405817344
"gain_esacci","planted","France","New Caledonia","NCL",0.0394904544
"gain_esacci","planted","Madagascar","Madagascar","MDG",1.2837916672
"gain_esacci","planted","Philippines","Philippines","PHL",2.531802112
"gain_esacci","planted","Sri Lanka","Sri Lanka","LKA",0.281756416
"gain_esacci","planted","Netherlands","Curaçao","CUW",0
"gain_esacci","planted","Netherlands","Aruba","ABW",0
"gain_esacci","planted","The Bahamas","The Bahamas","BHS",0.1645570176
"gain_esacci","planted","United Kingdom","Turks and Caicos Islands","TCA",0.000232617025
"gain_esacci","planted","Taiwan","Taiwan","TWN",0.3045094144
"gain_esacci","planted","Japan","Japan","JPN",3.5265323008
"gain_esacci","planted","France","Saint Pierre and Miquelon","SPM",0
"gain_esacci","planted","Iceland","Iceland","ISL",0
"gain_esacci","planted","United Kingdom","Pitcairn Islands","PCN",0
"gain_esacci","planted","France","French Polynesia","PYF",0
"gain_esacci","planted","France","French Southern and Antarctic Lands","ATF",0
"gain_esacci","planted","Seychelles","Seychelles","SYC",0
"gain_esacci","planted","Kiribati","Kiribati","KIR",0
"gain_esacci","planted","Marshall Islands","Marshall Islands","MHL",0
"gain_esacci","planted","Trinidad and Tobago","Trinidad and Tobago","TTO",0.0736850944
"gain_esacci","planted","Grenada","Grenada","GRD",0
"gain_esacci","planted","Saint Vincent and the Grenadines","Saint Vincent and the Grenadines","VCT",0
"gain_esacci","planted","Barbados","Barbados","BRB",0
"gain_esacci","planted","Saint Lucia","Saint Lucia","LCA",0
"gain_esacci","planted","Dominica","Dominica","DMA",0
"gain_esacci","planted","United States of America","United States Minor Outlying Islands","UMI",0
"gain_esacci","planted","United Kingdom","Montserrat","MSR",0
"gain_esacci","planted","Antigua and Barbuda","Antigua and Barbuda","ATG",0.0042642072
"gain_esacci","planted","Saint Kitts and Nevis","Saint Kitts and Nevis","KNA",0.000415630225
"gain_esacci","planted","United States of America","United States Virgin Islands","VIR",0.0138367904
"gain_esacci","planted","France","Saint Barthélemy","BLM",0
"gain_esacci","planted","United States of America","Puerto Rico","PRI",0.5333606912
"gain_esacci","planted","United Kingdom","Anguilla","AIA",0.0003116587
"gain_esacci","planted","United Kingdom","British Virgin Islands","VGB",0
"gain_esacci","planted","Jamaica","Jamaica","JAM",0.0689102784
"gain_esacci","planted","United Kingdom","Cayman Islands","CYM",0
"gain_esacci","planted","United Kingdom","Bermuda","BMU",0
"gain_esacci","planted","Australia","Heard Island and McDonald Islands","HMD",0
"gain_esacci","planted","United Kingdom","Saint Helena","SHN",0
"gain_esacci","planted","Mauritius","Mauritius","MUS",0.0169841488
"gain_esacci","planted","Comoros","Comoros","COM",0.01431248
"gain_esacci","planted","São Tomé and Principe","São Tomé and Príncipe","STP",0.0041696084
"gain_esacci","planted","Cabo Verde","Cape Verde","CPV",0
"gain_esacci","planted","Malta","Malta","MLT",0
"gain_esacci","planted","United Kingdom","Jersey","JEY",0
"gain_esacci","planted","United Kingdom","Guernsey","GGY",0
"gain_esacci","planted","United Kingdom","Isle of Man","IMN",0.0103047144
"gain_esacci","planted","Finland","Åland","ALA",0.0577127168
"gain_esacci","planted","Denmark","Faroe Islands","FRO",0
"gain_esacci","planted","Australia","Australian Indian Ocean Territories","-99",0
"gain_esacci","planted","United Kingdom","British Indian Ocean Territory","IOT",0
"gain_esacci","planted","Singapore","Singapore","SGP",0.0007111912
"gain_esacci","planted","Australia","Norfolk Island","NFK",0
"gain_esacci","planted","New Zealand","Cook Islands","COK",0
"gain_esacci","planted","Tonga","Tonga","TON",0
"gain_esacci","planted","France","Wallis and Futuna","WLF",0
"gain_esacci","planted","Samoa","Samoa","WSM",0
"gain_esacci","planted","Solomon Islands","Solomon Islands","SLB",0.0068489768
"gain_esacci","planted","Tuvalu","Tuvalu","TUV",0
"gain_esacci","planted","Maldives","Maldives","MDV",0
"gain_esacci","planted","Nauru","Nauru","NRU",0
"gain_esacci","planted","Federated States of Micronesia","Federated States of Micronesia","FSM",0
"gain_esacci","planted","United Kingdom","South Georgia and the South Sandwich Islands","SGS",0
"gain_esacci","planted","United Kingdom","Falkland Islands","FLK",0
"gain_esacci","planted","Vanuatu","Vanuatu","VUT",0.2069565312
"gain_esacci","planted","New Zealand","Niue","NIU",0
"gain_esacci","planted","United States of America","American Samoa","ASM",0
"gain_esacci","planted","Palau","Palau","PLW",0
"gain_esacci","planted","United States of America","Guam","GUM",0
"gain_esacci","planted","United States of America","Northern Mariana Islands","MNP",0
"gain_esacci","planted","Bahrain","Bahrain","BHR",8.91914875e-05
"gain_esacci","planted","Australia","Coral Sea Islands","-99",0
"gain_esacci","planted","Spratly Islands","Wake Island","-99",0
"gain_esacci","planted","France","Clipperton Island","-99",0
"gain_esacci","planted","China","Macau","MAC",0.0008260209
"gain_esacci","planted","Australia","Ashmore and Cartier Islands","-99",0
"gain_esacci","planted","Bajo Nuevo Bank (Petrel Is.)","Bajo Nuevo Bank","-99",0
"gain_esacci","planted","Serranilla Bank","Serranilla Bank","-99",0
"gain_esacci","planted","Scarborough Reef","Scarborough Shoal","-99",0
